####### Module map (module,file) #######
#repository;file;subsystem
torvalds/linux;arch/mips/dec/int-handler.S;arch
torvalds/linux;arch/mips/dec/kn01-berr.c;arch
torvalds/linux;arch/mips/dec/ecc-berr.c;arch
torvalds/linux;arch/mips/dec/prom/cmdline.c;arch
torvalds/linux;arch/mips/dec/prom/init.c;arch
torvalds/linux;arch/mips/dec/prom/Makefile;arch
torvalds/linux;arch/mips/dec/prom/console.c;arch
torvalds/linux;arch/mips/dec/prom/identify.c;arch
torvalds/linux;arch/mips/dec/prom/memory.c;arch
torvalds/linux;arch/mips/dec/prom/dectypes.h;arch
torvalds/linux;arch/mips/dec/prom/locore.S;arch
torvalds/linux;arch/mips/emma/Platform;arch
torvalds/linux;arch/mips/emma/markeins/Makefile;arch
torvalds/linux;arch/mips/emma/markeins/platform.c;arch
torvalds/linux;arch/mips/emma/markeins/setup.c;arch
torvalds/linux;arch/mips/emma/markeins/led.c;arch
torvalds/linux;arch/mips/emma/markeins/irq.c;arch
torvalds/linux;arch/mips/emma/Makefile;arch
torvalds/linux;arch/mips/emma/common/prom.c;arch
torvalds/linux;arch/mips/emma/common/Makefile;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-memory.c;arch
torvalds/linux;arch/mips/sgi-ip32/Platform;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-setup.c;arch
torvalds/linux;arch/mips/sgi-ip32/Makefile;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-reset.c;arch
torvalds/linux;arch/mips/sgi-ip32/crime.c;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-irq.c;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-platform.c;arch
torvalds/linux;arch/mips/sgi-ip32/ip32-berr.c;arch
torvalds/linux;arch/mips/bcm3384/Platform;arch
torvalds/linux;arch/mips/bcm3384/Makefile;arch
torvalds/linux;arch/mips/bcm3384/setup.c;arch
torvalds/linux;arch/mips/bcm3384/dma.c;arch
torvalds/linux;arch/mips/bcm3384/irq.c;arch
torvalds/linux;arch/mips/alchemy/Platform;arch
torvalds/linux;arch/mips/alchemy/devboards/db1xxx.c;arch
torvalds/linux;arch/mips/alchemy/devboards/pm.c;arch
torvalds/linux;arch/mips/alchemy/devboards/db1550.c;arch
torvalds/linux;arch/mips/alchemy/devboards/Makefile;arch
torvalds/linux;arch/mips/alchemy/devboards/platform.c;arch
torvalds/linux;arch/mips/alchemy/devboards/db1300.c;arch
torvalds/linux;arch/mips/alchemy/devboards/bcsr.c;arch
torvalds/linux;arch/mips/alchemy/devboards/db1000.c;arch
torvalds/linux;arch/mips/alchemy/devboards/db1200.c;arch
torvalds/linux;arch/mips/alchemy/devboards/platform.h;arch
torvalds/linux;arch/mips/alchemy/Kconfig;arch
torvalds/linux;arch/mips/alchemy/Makefile;arch
torvalds/linux;arch/mips/alchemy/board-gpr.c;arch
torvalds/linux;arch/mips/alchemy/common/sleeper.S;arch
torvalds/linux;arch/mips/alchemy/common/time.c;arch
torvalds/linux;arch/mips/alchemy/common/prom.c;arch
torvalds/linux;arch/mips/alchemy/common/Makefile;arch
torvalds/linux;arch/mips/alchemy/common/vss.c;arch
torvalds/linux;arch/mips/alchemy/common/dbdma.c;arch
torvalds/linux;arch/mips/alchemy/common/usb.c;arch
torvalds/linux;arch/mips/alchemy/common/platform.c;arch
torvalds/linux;arch/mips/alchemy/common/setup.c;arch
torvalds/linux;arch/mips/alchemy/common/dma.c;arch
torvalds/linux;arch/mips/alchemy/common/gpiolib.c;arch
torvalds/linux;arch/mips/alchemy/common/irq.c;arch
torvalds/linux;arch/mips/alchemy/common/power.c;arch
torvalds/linux;arch/mips/alchemy/common/clock.c;arch
torvalds/linux;arch/mips/alchemy/board-xxs1500.c;arch
torvalds/linux;arch/mips/alchemy/board-mtx1.c;arch
torvalds/linux;arch/mips/bcm63xx/cs.c;arch
torvalds/linux;arch/mips/bcm63xx/Platform;arch
torvalds/linux;arch/mips/bcm63xx/prom.c;arch
torvalds/linux;arch/mips/bcm63xx/Kconfig;arch
torvalds/linux;arch/mips/bcm63xx/Makefile;arch
torvalds/linux;arch/mips/bcm63xx/early_printk.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-hsspi.c;arch
torvalds/linux;arch/mips/bcm63xx/timer.c;arch
torvalds/linux;arch/mips/bcm63xx/reset.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-wdt.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-pcmcia.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-uart.c;arch
torvalds/linux;arch/mips/bcm63xx/setup.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-dsp.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-rng.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-usb-usbd.c;arch
torvalds/linux;arch/mips/bcm63xx/gpio.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-enet.c;arch
torvalds/linux;arch/mips/bcm63xx/cpu.c;arch
torvalds/linux;arch/mips/bcm63xx/nvram.c;arch
torvalds/linux;arch/mips/bcm63xx/boards/Kconfig;arch
torvalds/linux;arch/mips/bcm63xx/boards/Makefile;arch
torvalds/linux;arch/mips/bcm63xx/boards/board_bcm963xx.c;arch
torvalds/linux;arch/mips/bcm63xx/irq.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-spi.c;arch
torvalds/linux;arch/mips/bcm63xx/dev-flash.c;arch
torvalds/linux;arch/mips/bcm63xx/clk.c;arch
torvalds/linux;arch/mips/kernel/pm.c;arch
torvalds/linux;arch/mips/kernel/irq-rm7000.c;arch
torvalds/linux;arch/mips/kernel/smp-cps.c;arch
torvalds/linux;arch/mips/kernel/kprobes.c;arch
torvalds/linux;arch/mips/kernel/r2300_fpu.S;arch
torvalds/linux;arch/mips/kernel/mips-mt.c;arch
torvalds/linux;arch/mips/kernel/smp-cmp.c;arch
torvalds/linux;arch/mips/kernel/linux32.c;arch
torvalds/linux;arch/mips/kernel/rtlx-cmp.c;arch
torvalds/linux;arch/mips/kernel/irq_cpu.c;arch
torvalds/linux;arch/mips/kernel/vdso.c;arch
torvalds/linux;arch/mips/kernel/process.c;arch
torvalds/linux;arch/mips/kernel/watch.c;arch
torvalds/linux;arch/mips/kernel/spram.c;arch
torvalds/linux;arch/mips/kernel/time.c;arch
torvalds/linux;arch/mips/kernel/unaligned.c;arch
torvalds/linux;arch/mips/kernel/prom.c;arch
torvalds/linux;arch/mips/kernel/mips-mt-fpaff.c;arch
torvalds/linux;arch/mips/kernel/asm-offsets.c;arch
torvalds/linux;arch/mips/kernel/smp-mt.c;arch
torvalds/linux;arch/mips/kernel/binfmt_elfo32.c;arch
torvalds/linux;arch/mips/kernel/8250-platform.c;arch
torvalds/linux;arch/mips/kernel/i8253.c;arch
torvalds/linux;arch/mips/kernel/r6000_fpu.S;arch
torvalds/linux;arch/mips/kernel/Makefile;arch
torvalds/linux;arch/mips/kernel/rtlx-mt.c;arch
torvalds/linux;arch/mips/kernel/elf.c;arch
torvalds/linux;arch/mips/kernel/rtlx.c;arch
torvalds/linux;arch/mips/kernel/entry.S;arch
torvalds/linux;arch/mips/kernel/head.S;arch
torvalds/linux;arch/mips/kernel/segment.c;arch
torvalds/linux;arch/mips/kernel/early_printk.c;arch
torvalds/linux;arch/mips/kernel/mips_machine.c;arch
torvalds/linux;arch/mips/kernel/idle.c;arch
torvalds/linux;arch/mips/kernel/cevt-bcm1480.c;arch
torvalds/linux;arch/mips/kernel/octeon_switch.S;arch
torvalds/linux;arch/mips/kernel/topology.c;arch
torvalds/linux;arch/mips/kernel/perf_event.c;arch
torvalds/linux;arch/mips/kernel/reset.c;arch
torvalds/linux;arch/mips/kernel/smp-gic.c;arch
torvalds/linux;arch/mips/kernel/smp.c;arch
torvalds/linux;arch/mips/kernel/machine_kexec.c;arch
torvalds/linux;arch/mips/kernel/crash.c;arch
torvalds/linux;arch/mips/kernel/r2300_switch.S;arch
torvalds/linux;arch/mips/kernel/cevt-txx9.c;arch
torvalds/linux;arch/mips/kernel/pm-cps.c;arch
torvalds/linux;arch/mips/kernel/.gitignore;arch
torvalds/linux;arch/mips/kernel/perf_event_mipsxx.c;arch
torvalds/linux;arch/mips/kernel/sync-r4k.c;arch
torvalds/linux;arch/mips/kernel/proc.c;arch
torvalds/linux;arch/mips/kernel/stacktrace.c;arch
torvalds/linux;arch/mips/kernel/mips_ksyms.c;arch
torvalds/linux;arch/mips/kernel/i8259.c;arch
torvalds/linux;arch/mips/kernel/irq-msc01.c;arch
torvalds/linux;arch/mips/kernel/traps.c;arch
torvalds/linux;arch/mips/kernel/bmips_vec.S;arch
torvalds/linux;arch/mips/kernel/jump_label.c;arch
torvalds/linux;arch/mips/kernel/setup.c;arch
torvalds/linux;arch/mips/kernel/csrc-sb1250.c;arch
torvalds/linux;arch/mips/kernel/gpio_txx9.c;arch
torvalds/linux;arch/mips/kernel/module.c;arch
torvalds/linux;arch/mips/kernel/vmlinux.lds.S;arch
torvalds/linux;arch/mips/kernel/syscall.c;arch
torvalds/linux;arch/mips/kernel/irq_txx9.c;arch
torvalds/linux;arch/mips/kernel/vpe.c;arch
torvalds/linux;arch/mips/kernel/scall64-o32.S;arch
torvalds/linux;arch/mips/kernel/cevt-gt641xx.c;arch
torvalds/linux;arch/mips/kernel/cevt-sb1250.c;arch
torvalds/linux;arch/mips/kernel/ptrace32.c;arch
torvalds/linux;arch/mips/kernel/irq-gt641xx.c;arch
torvalds/linux;arch/mips/kernel/branch.c;arch
torvalds/linux;arch/mips/kernel/r4k_switch.S;arch
torvalds/linux;arch/mips/kernel/cpu-probe.c;arch
torvalds/linux;arch/mips/kernel/mips-cpc.c;arch
torvalds/linux;arch/mips/kernel/relocate_kernel.S;arch
torvalds/linux;arch/mips/kernel/ftrace.c;arch
torvalds/linux;arch/mips/kernel/cps-vec.S;arch
torvalds/linux;arch/mips/kernel/vpe-cmp.c;arch
torvalds/linux;arch/mips/kernel/irq.c;arch
torvalds/linux;arch/mips/kernel/smp-bmips.c;arch
torvalds/linux;arch/mips/kernel/crash_dump.c;arch
torvalds/linux;arch/mips/kernel/csrc-r4k.c;arch
torvalds/linux;arch/mips/kernel/scall64-64.S;arch
torvalds/linux;arch/mips/kernel/kgdb.c;arch
torvalds/linux;arch/mips/kernel/mips-r2-to-r6-emul.c;arch
torvalds/linux;arch/mips/kernel/scall32-o32.S;arch
torvalds/linux;arch/mips/kernel/early_printk_8250.c;arch
torvalds/linux;arch/mips/kernel/signal_n32.c;arch
torvalds/linux;arch/mips/kernel/binfmt_elfn32.c;arch
torvalds/linux;arch/mips/kernel/scall64-n32.S;arch
torvalds/linux;arch/mips/kernel/spinlock_test.c;arch
torvalds/linux;arch/mips/kernel/cevt-r4k.c;arch
torvalds/linux;arch/mips/kernel/csrc-bcm1480.c;arch
torvalds/linux;arch/mips/kernel/cevt-ds1287.c;arch
torvalds/linux;arch/mips/kernel/signal.c;arch
torvalds/linux;arch/mips/kernel/r4k_fpu.S;arch
torvalds/linux;arch/mips/kernel/signal-common.h;arch
torvalds/linux;arch/mips/kernel/ptrace.c;arch
torvalds/linux;arch/mips/kernel/mcount.S;arch
torvalds/linux;arch/mips/kernel/signal32.c;arch
torvalds/linux;arch/mips/kernel/smp-up.c;arch
torvalds/linux;arch/mips/kernel/genex.S;arch
torvalds/linux;arch/mips/kernel/cpu-bugs64.c;arch
torvalds/linux;arch/mips/kernel/vpe-mt.c;arch
torvalds/linux;arch/mips/kernel/csrc-ioasic.c;arch
torvalds/linux;arch/mips/kernel/module-rela.c;arch
torvalds/linux;arch/mips/kernel/mips-cm.c;arch
torvalds/linux;arch/mips/ath25/Platform;arch
torvalds/linux;arch/mips/ath25/prom.c;arch
torvalds/linux;arch/mips/ath25/Kconfig;arch
torvalds/linux;arch/mips/ath25/Makefile;arch
torvalds/linux;arch/mips/ath25/early_printk.c;arch
torvalds/linux;arch/mips/ath25/ar2315_regs.h;arch
torvalds/linux;arch/mips/ath25/devices.c;arch
torvalds/linux;arch/mips/ath25/ar2315.c;arch
torvalds/linux;arch/mips/ath25/devices.h;arch
torvalds/linux;arch/mips/ath25/ar5312.c;arch
torvalds/linux;arch/mips/ath25/ar2315.h;arch
torvalds/linux;arch/mips/ath25/ar5312_regs.h;arch
torvalds/linux;arch/mips/ath25/board.c;arch
torvalds/linux;arch/mips/ath25/ar5312.h;arch
torvalds/linux;arch/mips/lib/strnlen_user.S;arch
torvalds/linux;arch/mips/lib/strlen_user.S;arch
torvalds/linux;arch/mips/lib/r3k_dump_tlb.c;arch
torvalds/linux;arch/mips/lib/Makefile;arch
torvalds/linux;arch/mips/lib/dump_tlb.c;arch
torvalds/linux;arch/mips/lib/uncached.c;arch
torvalds/linux;arch/mips/lib/bitops.c;arch
torvalds/linux;arch/mips/lib/delay.c;arch
torvalds/linux;arch/mips/lib/memset.S;arch
torvalds/linux;arch/mips/lib/memcpy.S;arch
torvalds/linux;arch/mips/lib/strncpy_user.S;arch
torvalds/linux;arch/mips/lib/ashldi3.c;arch
torvalds/linux;arch/mips/lib/csum_partial.S;arch
torvalds/linux;arch/mips/lib/iomap-pci.c;arch
torvalds/linux;arch/mips/lib/ucmpdi2.c;arch
torvalds/linux;arch/mips/lib/mips-atomic.c;arch
torvalds/linux;arch/mips/lib/ashrdi3.c;arch
torvalds/linux;arch/mips/lib/lshrdi3.c;arch
torvalds/linux;arch/mips/lib/libgcc.h;arch
torvalds/linux;arch/mips/lib/cmpdi2.c;arch
torvalds/linux;arch/mips/lib/iomap.c;arch
torvalds/linux;arch/mips/txx9/Platform;arch
torvalds/linux;arch/mips/txx9/Kconfig;arch
torvalds/linux;arch/mips/txx9/Makefile;arch
torvalds/linux;arch/mips/txx9/generic/mem_tx4927.c;arch
torvalds/linux;arch/mips/txx9/generic/setup_tx4938.c;arch
torvalds/linux;arch/mips/txx9/generic/smsc_fdc37m81x.c;arch
torvalds/linux;arch/mips/txx9/generic/pci.c;arch
torvalds/linux;arch/mips/txx9/generic/7segled.c;arch
torvalds/linux;arch/mips/txx9/generic/Makefile;arch
torvalds/linux;arch/mips/txx9/generic/irq_tx4939.c;arch
torvalds/linux;arch/mips/txx9/generic/irq_tx4938.c;arch
torvalds/linux;arch/mips/txx9/generic/irq_tx4927.c;arch
torvalds/linux;arch/mips/txx9/generic/setup.c;arch
torvalds/linux;arch/mips/txx9/generic/setup_tx3927.c;arch
torvalds/linux;arch/mips/txx9/generic/setup_tx4939.c;arch
torvalds/linux;arch/mips/txx9/generic/spi_eeprom.c;arch
torvalds/linux;arch/mips/txx9/generic/setup_tx4927.c;arch
torvalds/linux;arch/mips/txx9/generic/irq_tx3927.c;arch
torvalds/linux;arch/mips/txx9/jmr3927/prom.c;arch
torvalds/linux;arch/mips/txx9/jmr3927/Makefile;arch
torvalds/linux;arch/mips/txx9/jmr3927/setup.c;arch
torvalds/linux;arch/mips/txx9/jmr3927/irq.c;arch
torvalds/linux;arch/mips/txx9/rbtx4939/prom.c;arch
torvalds/linux;arch/mips/txx9/rbtx4939/Makefile;arch
torvalds/linux;arch/mips/txx9/rbtx4939/setup.c;arch
torvalds/linux;arch/mips/txx9/rbtx4939/irq.c;arch
torvalds/linux;arch/mips/txx9/rbtx4927/prom.c;arch
torvalds/linux;arch/mips/txx9/rbtx4927/Makefile;arch
torvalds/linux;arch/mips/txx9/rbtx4927/setup.c;arch
torvalds/linux;arch/mips/txx9/rbtx4927/irq.c;arch
torvalds/linux;arch/mips/txx9/rbtx4938/prom.c;arch
torvalds/linux;arch/mips/txx9/rbtx4938/Makefile;arch
torvalds/linux;arch/mips/txx9/rbtx4938/setup.c;arch
torvalds/linux;arch/mips/txx9/rbtx4938/irq.c;arch
torvalds/linux;arch/mips/power/Makefile;arch
torvalds/linux;arch/mips/power/hibernate.S;arch
torvalds/linux;arch/mips/power/cpu.c;arch
torvalds/linux;arch/mips/Kbuild.platforms;arch
torvalds/linux;arch/mips/Kconfig.debug;arch
torvalds/linux;arch/mips/lantiq/falcon/prom.c;arch
torvalds/linux;arch/mips/lantiq/falcon/Makefile;arch
torvalds/linux;arch/mips/lantiq/falcon/reset.c;arch
torvalds/linux;arch/mips/lantiq/falcon/sysctrl.c;arch
torvalds/linux;arch/mips/lantiq/Platform;arch
torvalds/linux;arch/mips/lantiq/prom.c;arch
torvalds/linux;arch/mips/lantiq/Kconfig;arch
torvalds/linux;arch/mips/lantiq/Makefile;arch
torvalds/linux;arch/mips/lantiq/early_printk.c;arch
torvalds/linux;arch/mips/lantiq/irq.c;arch
torvalds/linux;arch/mips/lantiq/clk.h;arch
torvalds/linux;arch/mips/lantiq/clk.c;arch
torvalds/linux;arch/mips/lantiq/xway/dcdc.c;arch
torvalds/linux;arch/mips/lantiq/xway/prom.c;arch
torvalds/linux;arch/mips/lantiq/xway/Makefile;arch
torvalds/linux;arch/mips/lantiq/xway/reset.c;arch
torvalds/linux;arch/mips/lantiq/xway/dma.c;arch
torvalds/linux;arch/mips/lantiq/xway/gptu.c;arch
torvalds/linux;arch/mips/lantiq/xway/xrx200_phy_fw.c;arch
torvalds/linux;arch/mips/lantiq/xway/vmmc.c;arch
torvalds/linux;arch/mips/lantiq/xway/sysctrl.c;arch
torvalds/linux;arch/mips/lantiq/xway/clk.c;arch
torvalds/linux;arch/mips/lantiq/prom.h;arch
torvalds/linux;arch/mips/jz4740/pm.c;arch
torvalds/linux;arch/mips/jz4740/Platform;arch
torvalds/linux;arch/mips/jz4740/time.c;arch
torvalds/linux;arch/mips/jz4740/prom.c;arch
torvalds/linux;arch/mips/jz4740/Kconfig;arch
torvalds/linux;arch/mips/jz4740/Makefile;arch
torvalds/linux;arch/mips/jz4740/irq.h;arch
torvalds/linux;arch/mips/jz4740/platform.c;arch
torvalds/linux;arch/mips/jz4740/serial.h;arch
torvalds/linux;arch/mips/jz4740/reset.h;arch
torvalds/linux;arch/mips/jz4740/timer.c;arch
torvalds/linux;arch/mips/jz4740/reset.c;arch
torvalds/linux;arch/mips/jz4740/serial.c;arch
torvalds/linux;arch/mips/jz4740/clock.h;arch
torvalds/linux;arch/mips/jz4740/setup.c;arch
torvalds/linux;arch/mips/jz4740/gpio.c;arch
torvalds/linux;arch/mips/jz4740/board-qi_lb60.c;arch
torvalds/linux;arch/mips/jz4740/irq.c;arch
torvalds/linux;arch/mips/jz4740/clock-debugfs.c;arch
torvalds/linux;arch/mips/jz4740/clock.c;arch
torvalds/linux;arch/mips/netlogic/Platform;arch
torvalds/linux;arch/mips/netlogic/xlp/dt.c;arch
torvalds/linux;arch/mips/netlogic/xlp/ahci-init-xlp2.c;arch
torvalds/linux;arch/mips/netlogic/xlp/Makefile;arch
torvalds/linux;arch/mips/netlogic/xlp/usb-init.c;arch
torvalds/linux;arch/mips/netlogic/xlp/setup.c;arch
torvalds/linux;arch/mips/netlogic/xlp/usb-init-xlp2.c;arch
torvalds/linux;arch/mips/netlogic/xlp/cop2-ex.c;arch
torvalds/linux;arch/mips/netlogic/xlp/wakeup.c;arch
torvalds/linux;arch/mips/netlogic/xlp/ahci-init.c;arch
torvalds/linux;arch/mips/netlogic/xlp/nlm_hal.c;arch
torvalds/linux;arch/mips/netlogic/Kconfig;arch
torvalds/linux;arch/mips/netlogic/Makefile;arch
torvalds/linux;arch/mips/netlogic/xlr/Makefile;arch
torvalds/linux;arch/mips/netlogic/xlr/platform.c;arch
torvalds/linux;arch/mips/netlogic/xlr/fmn-config.c;arch
torvalds/linux;arch/mips/netlogic/xlr/setup.c;arch
torvalds/linux;arch/mips/netlogic/xlr/platform-flash.c;arch
torvalds/linux;arch/mips/netlogic/xlr/fmn.c;arch
torvalds/linux;arch/mips/netlogic/xlr/wakeup.c;arch
torvalds/linux;arch/mips/netlogic/common/time.c;arch
torvalds/linux;arch/mips/netlogic/common/Makefile;arch
torvalds/linux;arch/mips/netlogic/common/nlm-dma.c;arch
torvalds/linux;arch/mips/netlogic/common/smp.c;arch
torvalds/linux;arch/mips/netlogic/common/earlycons.c;arch
torvalds/linux;arch/mips/netlogic/common/reset.S;arch
torvalds/linux;arch/mips/netlogic/common/irq.c;arch
torvalds/linux;arch/mips/netlogic/common/smpboot.S;arch
torvalds/linux;arch/mips/vr41xx/Platform;arch
torvalds/linux;arch/mips/vr41xx/Kconfig;arch
torvalds/linux;arch/mips/vr41xx/casio-e55/Makefile;arch
torvalds/linux;arch/mips/vr41xx/casio-e55/setup.c;arch
torvalds/linux;arch/mips/vr41xx/common/init.c;arch
torvalds/linux;arch/mips/vr41xx/common/Makefile;arch
torvalds/linux;arch/mips/vr41xx/common/pmu.c;arch
torvalds/linux;arch/mips/vr41xx/common/siu.c;arch
torvalds/linux;arch/mips/vr41xx/common/cmu.c;arch
torvalds/linux;arch/mips/vr41xx/common/icu.c;arch
torvalds/linux;arch/mips/vr41xx/common/rtc.c;arch
torvalds/linux;arch/mips/vr41xx/common/irq.c;arch
torvalds/linux;arch/mips/vr41xx/common/giu.c;arch
torvalds/linux;arch/mips/vr41xx/common/type.c;arch
torvalds/linux;arch/mips/vr41xx/common/bcu.c;arch
torvalds/linux;arch/mips/vr41xx/ibm-workpad/Makefile;arch
torvalds/linux;arch/mips/vr41xx/ibm-workpad/setup.c;arch
torvalds/linux;arch/mips/oprofile/common.c;arch
torvalds/linux;arch/mips/oprofile/op_model_mipsxx.c;arch
torvalds/linux;arch/mips/oprofile/Makefile;arch
torvalds/linux;arch/mips/oprofile/op_model_loongson3.c;arch
torvalds/linux;arch/mips/oprofile/backtrace.c;arch
torvalds/linux;arch/mips/oprofile/op_impl.h;arch
torvalds/linux;arch/mips/oprofile/op_model_loongson2.c;arch
torvalds/linux;arch/mips/paravirt/paravirt-irq.c;arch
torvalds/linux;arch/mips/paravirt/Platform;arch
torvalds/linux;arch/mips/paravirt/Kconfig;arch
torvalds/linux;arch/mips/paravirt/Makefile;arch
torvalds/linux;arch/mips/paravirt/serial.c;arch
torvalds/linux;arch/mips/paravirt/setup.c;arch
torvalds/linux;arch/mips/paravirt/paravirt-smp.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-lcd.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-i2c-dev.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-ehci.c;arch
torvalds/linux;arch/mips/mti-sead3/Platform;arch
torvalds/linux;arch/mips/mti-sead3/sead3-i2c-drv.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-time.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-reset.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-net.c;arch
torvalds/linux;arch/mips/mti-sead3/Makefile;arch
torvalds/linux;arch/mips/mti-sead3/sead3-console.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-int.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-leds.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-display.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-platform.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-init.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-mtd.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-setup.c;arch
torvalds/linux;arch/mips/mti-sead3/sead3-i2c.c;arch
torvalds/linux;arch/mips/mti-sead3/leds-sead3.c;arch
torvalds/linux;arch/mips/pci/pci-bcm1480ht.c;arch
torvalds/linux;arch/mips/pci/fixup-capcella.c;arch
torvalds/linux;arch/mips/pci/ops-sni.c;arch
torvalds/linux;arch/mips/pci/fixup-malta.c;arch
torvalds/linux;arch/mips/pci/fixup-lantiq.c;arch
torvalds/linux;arch/mips/pci/pci-alchemy.c;arch
torvalds/linux;arch/mips/pci/pci-emma2rh.c;arch
torvalds/linux;arch/mips/pci/ops-tx3927.c;arch
torvalds/linux;arch/mips/pci/fixup-mpc30x.c;arch
torvalds/linux;arch/mips/pci/pci-bcm63xx.h;arch
torvalds/linux;arch/mips/pci/pci-lasat.c;arch
torvalds/linux;arch/mips/pci/ops-vr41xx.c;arch
torvalds/linux;arch/mips/pci/pci.c;arch
torvalds/linux;arch/mips/pci/pcie-octeon.c;arch
torvalds/linux;arch/mips/pci/pci-bcm47xx.c;arch
torvalds/linux;arch/mips/pci/ops-gt64xxx_pci0.c;arch
torvalds/linux;arch/mips/pci/Makefile;arch
torvalds/linux;arch/mips/pci/fixup-sb1250.c;arch
torvalds/linux;arch/mips/pci/ops-bridge.c;arch
torvalds/linux;arch/mips/pci/pci-tx4938.c;arch
torvalds/linux;arch/mips/pci/pci-virtio-guest.c;arch
torvalds/linux;arch/mips/pci/pci-ar71xx.c;arch
torvalds/linux;arch/mips/pci/pci-malta.c;arch
torvalds/linux;arch/mips/pci/msi-xlp.c;arch
torvalds/linux;arch/mips/pci/fixup-bcm63xx.c;arch
torvalds/linux;arch/mips/pci/ops-pmcmsp.c;arch
torvalds/linux;arch/mips/pci/ops-nile4.c;arch
torvalds/linux;arch/mips/pci/fixup-rbtx4927.c;arch
torvalds/linux;arch/mips/pci/fixup-emma2rh.c;arch
torvalds/linux;arch/mips/pci/fixup-tb0219.c;arch
torvalds/linux;arch/mips/pci/fixup-cobalt.c;arch
torvalds/linux;arch/mips/pci/fixup-loongson3.c;arch
torvalds/linux;arch/mips/pci/ops-emma2rh.c;arch
torvalds/linux;arch/mips/pci/fixup-tb0226.c;arch
torvalds/linux;arch/mips/pci/pci-xlp.c;arch
torvalds/linux;arch/mips/pci/fixup-sni.c;arch
torvalds/linux;arch/mips/pci/ops-loongson3.c;arch
torvalds/linux;arch/mips/pci/ops-msc.c;arch
torvalds/linux;arch/mips/pci/ops-mace.c;arch
torvalds/linux;arch/mips/pci/pci-rt2880.c;arch
torvalds/linux;arch/mips/pci/pci-ip32.c;arch
torvalds/linux;arch/mips/pci/fixup-pmcmsp.c;arch
torvalds/linux;arch/mips/pci/pci-tx4939.c;arch
torvalds/linux;arch/mips/pci/pci-tx4927.c;arch
torvalds/linux;arch/mips/pci/msi-octeon.c;arch
torvalds/linux;arch/mips/pci/pci-ar724x.c;arch
torvalds/linux;arch/mips/pci/pci-ar2315.c;arch
torvalds/linux;arch/mips/pci/ops-loongson2.c;arch
torvalds/linux;arch/mips/pci/ops-rc32434.c;arch
torvalds/linux;arch/mips/pci/fixup-rc32434.c;arch
torvalds/linux;arch/mips/pci/pci-lantiq.h;arch
torvalds/linux;arch/mips/pci/ops-lantiq.c;arch
torvalds/linux;arch/mips/pci/ops-tx4927.c;arch
torvalds/linux;arch/mips/pci/pci-octeon.c;arch
torvalds/linux;arch/mips/pci/pci-rc32434.c;arch
torvalds/linux;arch/mips/pci/pci-lantiq.c;arch
torvalds/linux;arch/mips/pci/pci-vr41xx.c;arch
torvalds/linux;arch/mips/pci/fixup-ip32.c;arch
torvalds/linux;arch/mips/pci/pci-vr41xx.h;arch
torvalds/linux;arch/mips/pci/fixup-tb0287.c;arch
torvalds/linux;arch/mips/pci/fixup-fuloong2e.c;arch
torvalds/linux;arch/mips/pci/pci-ip27.c;arch
torvalds/linux;arch/mips/pci/ops-bcm63xx.c;arch
torvalds/linux;arch/mips/pci/fixup-lemote2f.c;arch
torvalds/linux;arch/mips/pci/pci-bcm1480.c;arch
torvalds/linux;arch/mips/pci/pci-sb1250.c;arch
torvalds/linux;arch/mips/pci/pci-bcm63xx.c;arch
torvalds/linux;arch/mips/pci/fixup-rbtx4938.c;arch
torvalds/linux;arch/mips/pci/pci-xlr.c;arch
torvalds/linux;arch/mips/pci/fixup-jmr3927.c;arch
torvalds/linux;arch/mips/pci/ops-bonito64.c;arch
torvalds/linux;arch/mips/pci/pci-rt3883.c;arch
torvalds/linux;arch/mips/net/bpf_jit.c;arch
torvalds/linux;arch/mips/net/Makefile;arch
